Filename,Admiration,Amusement,Determination,Empathic Pain,Excitement,Joy
01273,0.0,0.0,0.25,0.0,0.0,0.0
01274,0.5,0.0,0.5,0.0,0.0,0.0
01275,0.125,0.0390625,0.0234375,0.0,0.0546875,0.1015625
01276,0.5,0.0,0.0,0.0,0.0,0.0
01277,0.0,0.0,0.0,0.0,0.5,0.0
01278,0.0,0.1636363565921783,0.036363635212183,0.0272727273404598,0.0818181782960891,0.0909090936183929
01279,0.0,0.0,0.1111111119389534,0.0,0.0,0.0
01280,0.6666666865348816,0.0,0.0,0.0,0.3333333432674408,0.0
01281,0.0,0.0,0.0,0.0,0.5,0.0
01282,0.75,0.0,0.0,0.0,0.0,0.0
01283,0.0,0.0,0.2000000029802322,0.0,0.0,0.2000000029802322
01284,0.5,0.0,0.0,0.0,0.25,0.5
01285,0.25,0.0,0.0,0.0,0.0,0.0
01286,0.0,0.5,0.0,0.0,0.5,0.0
01287,0.0,0.25,0.0,0.0,0.5,0.125
01288,0.0,0.0,0.0,0.5,0.5,0.0
01289,0.5,0.5,0.0,0.0,0.0,0.5
01290,0.0,0.0,0.2857142984867096,0.0,0.0,0.0
01291,0.0,0.0,0.5,0.0,0.0,0.0
01292,0.0,0.0,0.0,0.0,1.0,0.0
01293,0.5,0.5,0.0,0.0,0.0,0.0
01294,0.25,0.0,0.0,0.0,0.0,0.25
01295,0.5,0.0,0.0,0.5,0.0,0.0
01296,0.0,0.2000000029802322,0.0,0.0,0.0,0.0
01297,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.3333333432674408
01298,0.0,0.5,0.0,0.0,0.5,0.0
01299,0.5,0.0,0.0,0.0,0.0,0.0
01300,0.5,0.0,0.0,0.0,0.0,0.0
01301,0.0818181782960891,0.0090909088030457,0.0454545468091964,0.0090909088030457,0.0181818176060915,0.1545454561710357
01302,0.0,0.0,0.0,0.0,0.5,0.0
01303,1.0,0.0,0.0,0.0,0.0,0.0
01304,0.0,0.0,0.0,0.0,0.0,0.5
01305,0.0,0.0090090092271566,0.0720720738172531,0.0,0.0090090092271566,0.0
01306,0.5,0.0,0.0,0.0,0.5,0.0
01307,0.5,0.0,0.0,0.0,0.5,0.5
01308,0.0,0.5,0.0,0.0,0.5,0.0
01309,0.0,0.0,0.0,0.0,0.5,0.0
01310,0.0,0.0,0.5,0.0,0.5,0.0
01311,0.0,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0
01312,0.25,0.25,0.0,0.0,0.25,0.0
01313,1.0,0.0,0.0,0.0,0.0,0.0
01314,0.1666666716337204,0.1666666716337204,0.0,0.0,0.0,0.0
01315,0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.1666666716337204
01316,0.0,0.25,0.0,0.0,0.0,0.25
01317,0.6666666865348816,0.3333333432674408,0.0,0.0,0.0,0.0
01318,0.5,0.0,0.0,0.0,0.0,0.0
01319,0.0,0.0,0.1666666716337204,0.0,0.0,0.0
01320,1.0,0.0,0.0,0.0,0.0,0.0
01321,0.5,0.0,0.0,0.0,0.5,0.5
01322,0.0,0.0,0.0,0.0,0.5,0.0
01323,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
01324,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
01325,0.0,0.0,0.0,0.0,0.6666666865348816,0.0
01326,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
01327,0.0,0.25,0.0,0.0,0.25,0.0
01328,0.0,0.0,1.0,0.0,0.0,0.0
01329,0.5,0.0,0.0,0.0,0.5,0.0
01330,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
01331,0.125,0.0390625,0.0234375,0.0,0.0546875,0.1015625
01332,0.0,0.5,0.0,0.0,0.5,0.5
01333,0.0,1.0,0.0,0.0,0.0,0.0
01334,0.1538461595773697,0.0598290599882602,0.0085470089688897,0.0,0.0683760717511177,0.0256410259753465
01335,0.25,0.0,0.0,0.0,0.25,0.0
01336,0.5,0.0,0.0,0.0,0.0,1.0
01337,0.0,0.25,0.0,0.0,0.0,0.0
01338,0.5,0.0,0.0,0.0,0.0,0.0
01339,0.0,0.0,0.0,0.0,0.5,0.0
01340,0.1666666716337204,0.0,0.0,0.0,0.0,0.0
01341,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
01342,0.1666666716337204,0.0,0.1666666716337204,0.0,0.0,0.0
01343,0.0,0.0,0.25,0.0,0.0,0.0
01344,0.0,0.5,0.0,0.0,0.0,0.0
01345,0.0,0.3333333432674408,0.0,0.0,1.0,0.6666666865348816
01346,0.5,0.0,0.0,0.5,0.0,0.0
01347,0.0,0.0,1.0,0.0,0.0,0.0
01348,0.0,0.0,0.2000000029802322,0.2000000029802322,0.0,0.0
01349,0.5,0.0,0.0,0.0,0.0,0.0
01350,0.0,0.0,0.0,0.0,0.5,0.0
01351,0.5,0.0,0.0,0.0,0.0,0.0
01352,0.0,0.2000000029802322,0.0,0.0,0.0,0.4000000059604645
01353,0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.5
01354,0.0,0.5,0.0,0.0,0.0,0.0
01355,0.0088495574891567,0.0,0.3185840845108032,0.0,0.0,0.0
01356,0.1538461595773697,0.0598290599882602,0.0085470089688897,0.0,0.0683760717511177,0.0256410259753465
01357,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0
01358,0.0,0.0,0.75,0.0,0.5,0.0
01359,0.0,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1666666716337204
01360,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
01361,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
01362,0.1636363565921783,0.0,0.1000000014901161,0.0,0.0,0.0090909088030457
01363,0.5,0.5,0.0,0.0,0.0,0.0
01364,0.5,0.0,0.0,0.0,0.0,0.0
01365,0.5,0.0,0.0,0.0,0.5,0.5
01366,0.0088495574891567,0.0,0.3185840845108032,0.0,0.0,0.0
01367,0.0,0.0,0.0,0.0,0.0,0.5
01368,0.0,0.0,0.0,0.0,0.5,0.0
01369,0.0291970800608396,0.0291970800608396,0.0656934306025505,0.0,0.0948905125260353,0.0510948896408081
01370,0.0,0.0,0.0,0.0,1.0,1.0
01371,0.0818181782960891,0.0090909088030457,0.0454545468091964,0.0090909088030457,0.0181818176060915,0.1545454561710357
01372,0.6000000238418579,0.0,0.0,0.0,0.0,0.0
01373,0.0,0.2000000029802322,0.2000000029802322,0.0,0.2000000029802322,0.0
01374,0.5,0.0,0.0,0.0,0.0,0.0
01375,0.0,0.25,0.375,0.0,0.0,0.125
01376,0.0,0.0,0.0256410259753465,0.0341880358755588,0.0,0.0
01377,0.0,0.0,0.0,0.0,0.0,0.5
01378,0.0,0.0,0.0,0.0948275849223136,0.0,0.0
01379,0.0,0.0,0.0,0.0,0.0,0.5
01380,0.0,0.5,0.0,0.0,0.625,0.625
01381,0.5,0.0,0.0,0.0,0.0,0.0
01382,0.5,0.0,0.0,0.0,0.0,0.5
01383,0.0,0.0,0.125,0.0,0.0,0.125
01384,1.0,0.0,0.0,0.0,0.0,0.0
01385,0.5,0.5,0.0,0.0,0.0,0.0
01386,0.0172413792461156,0.0172413792461156,0.0258620698004961,0.0,0.0517241396009922,0.0
01387,0.0,0.0,0.5,0.5,0.0,0.0
01388,0.0,0.0091743115335702,0.0183486230671405,0.0091743115335702,0.0,0.0
01389,0.0,0.0,0.5,0.0,0.0,0.0
01390,0.5,0.0,0.0,0.0,0.0,0.0
01391,0.25,0.0,0.0,0.0,0.25,0.25
01392,0.1009174287319183,0.0091743115335702,0.027522936463356,0.0,0.082568809390068,0.027522936463356
01393,0.0,0.0,0.0,0.0,0.5,0.0
01394,0.0,0.0,0.0,0.0,0.5,0.0
01395,0.0,0.5,0.0,0.0,0.0,0.5
01396,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
01397,0.6666666865348816,0.1666666716337204,0.0,0.0,0.0,0.3333333432674408
01398,0.5,0.0,0.25,0.0,0.0,0.0
01399,0.0,0.0,0.0,0.5,0.0,0.0
01400,0.0,0.0,0.2000000029802322,0.0,0.0,0.0
01401,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
01402,0.1428571492433548,0.0,0.0,0.0,0.0,0.0
01403,0.1428571492433548,0.0,0.0,0.0,0.0,0.2857142984867096
01404,0.0,0.5,0.0,0.0,0.5,0.5
01405,0.5,0.5,0.0,0.0,0.0,0.5
01406,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
01407,0.0,0.1111111119389534,0.0,0.0,0.4444444477558136,0.3333333432674408
01408,0.0,0.5,0.0,0.0,0.0,0.0
01409,0.0,0.0,0.5,0.0,0.0,0.0
01410,0.0,0.0,0.0,0.0,0.5,0.0
01411,0.0,0.0,0.5,0.0,0.0,0.0
01412,1.0,0.0,0.0,0.0,0.0,0.0
01413,0.0,1.0,0.0,0.0,0.5,0.0
01414,0.0172413792461156,0.0172413792461156,0.0258620698004961,0.0,0.0517241396009922,0.0
01415,0.0,0.0,0.5,0.0,0.0,0.0
01416,0.0,0.3333333432674408,0.0,0.0,0.3333333432674408,0.0
01417,0.0,0.0,0.5,0.0,0.0,0.0
01418,0.1428571492433548,0.1428571492433548,0.0,0.0,0.2857142984867096,0.2857142984867096
01419,0.0,0.0,0.0,0.0,0.1666666716337204,0.0
01420,0.0,0.0,0.0,0.0,0.5,0.5
01421,0.5,0.0,0.0,0.0,0.0,0.5
01422,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0
01423,0.4000000059604645,0.0,0.0,0.0,0.0,0.0
01424,0.0818181782960891,0.0090909088030457,0.0454545468091964,0.0090909088030457,0.0181818176060915,0.1545454561710357
01425,0.0,0.5,0.0,0.0,0.5,0.0
01426,0.0,0.0,0.2222222238779068,0.1111111119389534,0.0,0.0
01427,0.2000000029802322,0.0,0.2000000029802322,0.0,0.0,0.0
01428,0.0,0.0,0.25,0.0,0.0,0.0
01429,0.5,0.0,0.0,0.0,0.0,0.0
01430,0.5,0.5,0.0,0.0,0.0,0.0
01431,0.0,0.0,0.0,0.0948275849223136,0.0,0.0
01432,0.0,0.0,0.5,0.0,0.0,0.0
01433,0.0080000003799796,0.0399999991059303,0.1360000073909759,0.0080000003799796,0.1599999964237213,0.0
01434,0.5,0.0,0.0,0.0,0.5,0.0
01435,0.5,0.5,0.0,0.0,0.0,0.0
01436,0.5,0.0,0.0,0.0,0.0,0.0
01437,0.0,0.0,0.0,0.0,0.3333333432674408,0.0
01438,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.0
01439,0.0,0.0,0.0,0.0,0.1666666716337204,0.1666666716337204
01440,0.5,1.0,0.0,0.0,0.0,0.0
01441,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
01442,0.0,0.5,0.0,0.0,0.0,0.0
01443,0.0,0.875,0.0,0.0,0.0,0.0
01444,0.5,0.0,0.0,0.0,0.0,0.0
01445,0.1538461595773697,0.0598290599882602,0.0085470089688897,0.0,0.0683760717511177,0.0256410259753465
01446,0.5,0.5,0.0,0.0,0.0,0.0
01447,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
01448,0.0,0.5,0.0,0.0,0.5,0.0
01449,0.0,0.0,0.5,0.0,0.0,0.0
01450,0.0,0.5,0.0,0.0,0.0,0.0
01451,0.0555555559694767,0.0,0.0,0.0,0.0,0.0277777779847383
01452,0.0,0.0,0.6666666865348816,0.0,0.0,0.0
01453,0.0,0.0,0.0,0.0,0.5,0.5
01454,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
01455,0.0,0.0,0.0,0.0,0.0,0.5
01456,0.0,0.0,0.5,0.0,0.0,0.0
01457,0.1666666716337204,0.0,0.0,0.0,0.0,0.0
01458,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.0
01459,0.0,0.0,0.25,0.0,0.0,0.0
01460,0.5,0.0,0.0,0.0,0.0,0.0
01461,0.0,0.5,0.0,0.0,0.0,1.0
01462,0.5,0.0,0.0,0.0,0.0,1.0
01463,0.0,0.0,0.0,0.0,0.5,0.0
01464,0.0,0.0,0.5,0.0,0.0,0.0
01465,0.1428571492433548,0.0,0.2857142984867096,0.0,0.1428571492433548,0.0
01466,0.0,0.25,0.0,0.0,0.0,0.0
01467,0.0,0.1666666716337204,0.0,0.0,0.0,0.0
01468,0.0,0.7142857313156128,0.0,0.0,0.1428571492433548,0.1428571492433548
01469,0.5,0.0,0.0,0.0,0.0,0.0
01470,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
01471,0.0,0.0,0.5,0.0,0.0,0.0
01472,0.1636363565921783,0.0,0.1000000014901161,0.0,0.0,0.0090909088030457
01473,0.0,0.0,0.5,0.0,0.0,0.0
01474,0.0,0.0,0.0,0.0,0.5,1.0
01475,0.4000000059604645,0.0,0.0,0.0,0.0,0.2000000029802322
01476,1.0,0.0,0.0,0.0,0.0,0.5
01477,0.0,0.5,0.0,0.0,0.5,0.0
01478,0.0,0.5,0.0,0.0,0.5,0.0
01479,0.0,0.0,0.0,0.2000000029802322,0.2000000029802322,0.0
01480,1.0,0.0,0.0,0.0,0.0,0.0
01481,0.0,0.5,0.0,0.0,0.5,0.5
01482,0.0,0.5,0.0,0.0,0.0,0.0
01483,0.5,0.0,0.0,0.0,0.5,0.5
01484,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
01485,0.0,0.0090090092271566,0.0720720738172531,0.0,0.0090090092271566,0.0
01486,0.0,0.0,0.0,0.0,0.25,0.25
01487,0.1538461595773697,0.0598290599882602,0.0085470089688897,0.0,0.0683760717511177,0.0256410259753465
01488,0.0,0.0,0.0,0.0,0.5,0.0
01489,0.3333333432674408,0.6666666865348816,0.3333333432674408,0.0,0.3333333432674408,0.0
01490,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
01491,0.0,0.5,0.0,0.0,0.0,0.0
01492,0.3333333432674408,0.0,0.0,0.0,0.1666666716337204,0.1666666716337204
01493,0.5,0.0,0.5,0.5,0.0,0.5
01494,0.6666666865348816,0.0,0.0,0.0,0.0,0.6666666865348816
01495,0.0,0.0,0.0,0.0,0.0,0.5
01496,0.1009174287319183,0.0091743115335702,0.027522936463356,0.0,0.082568809390068,0.027522936463356
01497,0.0,0.3333333432674408,0.0,0.0,0.1666666716337204,0.1666666716337204
01498,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.3333333432674408
01499,0.5,0.0,0.0,0.0,0.5,0.0
01500,0.0366972461342811,0.1467889845371246,0.027522936463356,0.0,0.2385321110486984,0.0183486230671405
01501,0.0,0.5,0.0,0.0,0.0,0.0
01502,0.0,0.0,0.5,0.0,0.0,0.0
01503,0.0,0.5,0.0,0.0,0.0,0.0
01504,0.5,0.0,0.0,0.0,0.0,0.0
01505,0.0,0.0091743115335702,0.0183486230671405,0.0091743115335702,0.0,0.0
01506,0.5,0.0,0.0,0.0,0.0,0.0
01507,0.0,0.0,0.0,0.0,0.5,0.0
01508,0.0,0.0,0.0,0.0,0.5,0.5
01509,0.0,0.0,0.0,0.0,0.0,0.5
01510,0.0,0.2000000029802322,0.0,0.0,0.0,0.2000000029802322
01511,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
01512,0.0,0.0,0.0,0.5,0.0,0.0
01513,0.0,0.0,0.0,0.0,0.0,0.5
01514,0.0,0.2000000029802322,0.0,0.0,0.4000000059604645,0.6000000238418579
01515,0.5,0.0,0.0,0.0,0.0,0.0
01516,0.0,0.0,0.5,0.0,0.0,0.0
01517,0.0,0.5,0.0,0.0,0.0,0.0
01518,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.0
01519,0.0,0.0,0.0,0.0,0.0,0.2000000029802322
01520,0.1666666716337204,0.1666666716337204,0.0,0.0,0.0,0.0
01521,0.5,0.5,0.5,0.0,0.0,0.0
01522,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.0
01523,0.0,0.0,0.0,0.5,0.0,0.0
01524,0.5,0.0,0.0,0.0,0.5,0.0
01525,0.5,0.0,0.0,0.0,0.0,0.0
01526,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
01527,0.0,0.0,0.1395348906517028,0.0232558138668537,0.0,0.0
01528,0.0,0.0,0.0,0.0,0.0,0.5
01529,0.5,0.0,0.0,0.0,0.0,0.0
01530,0.0,0.3333333432674408,0.0,0.0,0.3333333432674408,0.3333333432674408
01531,0.25,0.0,0.0,0.0,0.25,0.25
01532,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
01533,0.5,0.0,0.5,0.0,0.0,0.0
01534,0.0,0.0,0.0,0.0,0.6666666865348816,0.3333333432674408
01535,0.0,0.5,0.0,0.0,0.0,0.5
01536,0.0,0.0,0.1351351290941238,0.0,0.0270270276814699,0.0
01537,0.1666666716337204,0.1111111119389534,0.0,0.0277777779847383,0.0555555559694767,0.1388888955116272
01538,0.0,0.3333333432674408,0.0,0.0,0.3333333432674408,0.0
01539,0.1636363565921783,0.0,0.1000000014901161,0.0,0.0,0.0090909088030457
01540,0.0,0.0,0.0,0.0,0.6666666865348816,0.0
01541,0.045045044273138,0.0180180184543132,0.0630630627274513,0.0,0.0,0.0270270276814699
01542,0.0,0.5,0.0,0.0,0.0,0.0
01543,0.5,0.0,0.5,0.0,0.0,0.0
01544,0.0,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408
01545,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
01546,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0
01547,1.0,0.5,0.0,0.0,0.0,0.0
01548,0.0,0.0,0.0,0.0,0.25,0.75
01549,0.0,0.0,0.0,0.0,0.5,0.5
01550,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
01551,0.0,0.0,0.5,0.0,0.5,0.0
01552,0.5,0.0,0.0,0.0,0.0,0.0
01553,0.0,0.0,1.0,0.0,0.0,0.0
01554,0.0,0.5,0.0,0.0,0.5,0.0
01555,0.5,0.0,0.0,0.0,0.0,0.0
01556,0.5,0.0,0.0,0.0,0.0,0.0
01557,0.25,0.0,0.0,0.0,0.0,0.0
01558,0.0,0.0,0.0,0.0,0.5,0.0
01559,0.0,0.0,0.0,0.0,0.5,0.0
01560,0.3333333432674408,0.0,0.0,0.0,0.0,0.3333333432674408
01561,0.3333333432674408,0.6666666865348816,0.0,0.0,0.3333333432674408,0.6666666865348816
01562,0.2857142984867096,0.1428571492433548,0.0,0.0,0.0,0.0
01563,0.5,0.5,0.0,0.0,0.0,0.0
01564,0.0,0.0,0.0,0.0,0.0,0.5
01565,0.045045044273138,0.0180180184543132,0.0630630627274513,0.0,0.0,0.0270270276814699
01566,0.1666666716337204,0.0,0.1666666716337204,0.0,0.0,0.0
01567,0.0,0.0,0.0,0.0,0.3333333432674408,0.0
01568,0.0,0.0089285718277096,0.0357142873108387,0.0089285718277096,0.0089285718277096,0.0
01569,0.0,0.5,0.0,0.0,0.0,0.0
01570,0.0,0.0,0.2,0.0,0.0,0.0
01571,0.0,0.0,0.3333333432674408,0.0,0.0,0.3333333432674408
01572,0.5,0.0,0.0,0.0,0.0,1.0
01573,0.5,0.0,0.0,0.5,0.0,0.0
01574,0.0,0.5,0.0,0.0,0.0,0.5
01575,0.1636363565921783,0.0,0.1000000014901161,0.0,0.0,0.0090909088030457
01576,0.0,0.5,0.0,0.0,0.0,0.5
01577,0.0,0.0,0.0,0.0,0.0,1.0
01578,0.0,0.0,0.0256410259753465,0.0341880358755588,0.0,0.0
01579,0.0,0.0,0.2222222238779068,0.1111111119389534,0.0,0.0
01580,0.0,0.5,0.0,0.0,0.5,0.0
01581,0.1636363565921783,0.0,0.1000000014901161,0.0,0.0,0.0090909088030457
01582,0.0,0.5,0.0,0.0,0.0,0.0
01583,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
01584,0.5,0.0,0.0,0.0,0.5,0.0
01585,0.0,0.0,0.5,0.0,0.0,0.0
01586,0.5,0.0,0.5,0.0,0.0,0.5
01587,0.3333333432674408,0.0,0.0,0.0,0.0,0.6666666865348816
01588,0.0341880358755588,0.0769230797886848,0.0598290599882602,0.0,0.2905983030796051,0.0940170958638191
01589,0.5,0.0,0.0,0.0,0.0,0.0
01590,0.0,0.2000000029802322,0.0,0.0,0.4000000059604645,0.6000000238418579
01591,0.0,0.0,0.0,0.5,0.0,0.0
01592,0.0,0.5,0.0,0.0,0.5,0.0
01593,0.0512820519506931,0.0769230797886848,0.0512820519506931,0.0,0.0,0.0256410259753465
01594,0.0,0.0,0.0,0.0,0.5,0.0
01595,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408
01596,0.5,0.0,0.0,0.0,0.5,0.5
01597,0.2000000029802322,0.2000000029802322,0.4000000059604645,0.0,0.2000000029802322,0.0
01598,0.5,0.5,0.0,0.0,0.5,0.5
01599,0.3333333432674408,0.0,0.0,0.0,0.0,0.3333333432674408
01600,0.0,0.0,0.0,0.0,0.0,1.0
01601,0.5,0.0,0.0,0.0,0.5,0.0
01602,0.0,0.0,0.0,0.0,0.5,0.0
01603,0.5,0.0,0.0,0.0,0.5,0.5
01604,0.0,0.0,0.0,0.0,0.5,0.0
01605,0.0,0.0,0.5,0.0,0.0,0.0
01606,0.0341880358755588,0.0769230797886848,0.0598290599882602,0.0,0.2905983030796051,0.0940170958638191
01607,0.0,0.0,0.0,0.0,0.5,0.0
01608,0.0366972461342811,0.1467889845371246,0.027522936463356,0.0,0.2385321110486984,0.0183486230671405
01609,0.0,0.0,0.5,0.0,0.0,0.0
01610,0.5,0.0,0.0,0.0,0.0,0.5
01611,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.0
01612,0.5,0.0,0.0,0.0,0.0,0.0
01613,0.6666666865348816,0.0,0.0,0.0,0.0,0.6666666865348816
01614,0.0,0.0,0.5,0.0,0.0,0.0
01615,0.0,0.0183486230671405,0.0458715595304966,0.0,0.2201834917068481,0.1009174287319183
01616,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
01617,0.0,0.0,0.0,0.0,0.5,0.0
01618,0.0,0.5,0.0,0.25,0.0,0.0
01619,0.0,0.0,0.1025641039013862,0.0170940179377794,0.0085470089688897,0.0
01620,0.0,0.5,0.0,0.0,0.5,0.5
01621,0.0088495574891567,0.0,0.3185840845108032,0.0,0.0,0.0
01622,0.6666666865348816,0.3333333432674408,0.0,0.0,0.6666666865348816,0.0
01623,0.25,0.0,0.0,0.0,0.0,0.0
01624,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
01625,0.5,0.0,0.0,0.0,0.5,0.5
01626,0.0,0.0,0.5,0.0,0.0,0.0
01627,0.25,0.5,0.0,0.0,0.5,0.0
01628,0.0341880358755588,0.0769230797886848,0.0598290599882602,0.0,0.2905983030796051,0.0940170958638191
01629,0.0,0.0,0.5,0.0,0.0,0.0
01630,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.6666666865348816
01631,0.0,0.2857142984867096,0.0,0.0,0.1428571492433548,0.1428571492433548
01632,0.0,0.0,0.1428571492433548,0.0,0.0,0.0
01633,0.0291970800608396,0.0291970800608396,0.0656934306025505,0.0,0.0948905125260353,0.0510948896408081
01634,0.0,0.0263157896697521,0.1315789520740509,0.0,0.0,0.0
01635,0.0,0.0,0.0,0.0,0.0,0.1666666716337204
01636,0.5,0.0,0.0,0.0,0.0,0.0
01637,0.0,0.3333333432674408,0.0,0.0,0.1666666716337204,0.3333333432674408
01638,0.0,0.0,0.5,0.0,0.0,0.0
01639,0.0341880358755588,0.0769230797886848,0.0598290599882602,0.0,0.2905983030796051,0.0940170958638191
01640,0.0,0.5,0.0,0.0,0.0,0.0
01641,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0,0.0
01642,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0
01643,0.0,0.5,0.0,0.0,0.0,0.0
01644,0.0,0.0,0.5,0.0,0.0,0.0
01645,0.25,0.0,0.0,0.0,0.25,0.25
01646,0.0,0.5,0.0,0.0,0.0,0.0
01647,0.2477064281702041,0.0091743115335702,0.027522936463356,0.0091743115335702,0.0183486230671405,0.0091743115335702
01648,0.5,0.5,0.5,0.0,0.0,0.0
01649,0.0,0.0,0.0,0.0,0.5,0.5
01650,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
01651,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
01652,0.0,0.0,0.5,0.0,0.5,0.5
01653,0.5,0.0,0.0,0.5,0.0,0.0
01654,0.1636363565921783,0.0,0.1000000014901161,0.0,0.0,0.0090909088030457
01655,0.0,0.1636363565921783,0.036363635212183,0.0272727273404598,0.0818181782960891,0.0909090936183929
01656,0.5,0.0,0.0,0.0,0.0,0.0
01657,0.0,0.0,0.0,0.2000000029802322,0.2000000029802322,0.0
01658,0.2432432472705841,0.0810810774564743,0.0,0.0,0.4054054021835327,0.4594594538211822
01659,0.5,0.0,0.0,0.5,0.0,0.0
01660,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.3333333432674408
01661,0.0,0.0,0.0,0.0,0.5,0.0
01662,0.5,0.0,0.0,0.0,0.0,0.0
01663,0.5,0.0,0.0,0.0,0.5,0.5
01664,0.5,0.0,0.0,0.0,0.5,0.0
01665,0.0,0.0183486230671405,0.0458715595304966,0.0,0.2201834917068481,0.1009174287319183
01666,0.2857142984867096,0.0,0.0,0.0,0.0,0.4285714328289032
01667,0.5,0.0,0.0,0.0,0.0,0.0
01668,0.0,0.5,0.0,0.0,0.625,0.625
01669,0.0,0.5,0.0,0.0,0.0,0.0
01670,0.1428571492433548,0.1428571492433548,0.1428571492433548,0.0,0.2857142984867096,0.1428571492433548
01671,0.125,0.0,0.125,0.0,0.0,0.0
01672,0.0,0.5,0.0,0.0,0.5,0.0
01673,0.1666666716337204,0.3333333432674408,0.0,0.0,0.0,0.8333333134651184
01674,0.0,1.0,0.0,0.0,0.0,0.5
01675,0.0,0.5,0.0,0.0,0.0,0.0
01676,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
01677,0.0,0.5,0.0,0.0,0.0,0.0
01678,0.0,0.0,0.0,0.0,0.4000000059604645,0.4000000059604645
01679,0.0,0.2000000029802322,0.2000000029802322,0.0,0.2000000029802322,0.4000000059604645
01680,0.5,0.0,0.0,0.0,0.5,0.5
01681,0.5,0.0,0.0,0.0,0.5,0.5
01682,0.1111111119389534,0.0,0.2222222238779068,0.0,0.0,0.0
01683,0.6666666865348816,0.0,0.0,0.0,0.0,0.3333333432674408
01684,0.0,0.0,0.0,0.25,0.0,0.0
01685,0.0,0.2857142984867096,0.0,0.0,0.1428571492433548,0.4285714328289032
01686,0.0,0.0,0.5,0.0,0.0,0.0
01687,0.0,0.0,0.0,0.0,0.3333333432674408,0.0
01688,0.1666666716337204,0.0,0.0,0.0,0.0,0.0
01689,0.5,0.0,0.0,0.0,0.0,0.0
01690,0.5,0.0,0.0,0.0,0.0,0.0
01691,0.0,0.0,0.5,0.0,0.0,0.0
01692,0.5,0.0,0.0,0.0,0.0,0.0
01693,0.0,0.0,0.0,0.0,0.5,0.5
01694,0.0,0.5,0.0,0.0,0.5,0.0
01695,0.0,0.0,0.2000000029802322,0.0,0.2000000029802322,0.2000000029802322
01696,0.0,0.5,0.0,0.0,0.0,0.0
01697,0.0,0.0,0.0,0.0,0.5,0.0
01698,0.0,0.5,0.0,0.0,0.0,0.0
01699,0.0,0.0,0.5,0.0,0.0,0.0
01700,0.0,0.0,0.0,0.5,0.0,0.0
01701,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
01702,0.0,0.5,0.0,0.0,0.0,0.0
01703,0.5,0.0,0.0,0.0,0.0,0.0
01704,0.0,0.0,0.1891891956329345,0.0270270276814699,0.0270270276814699,0.0
01705,0.0,0.0,0.0,0.0,0.5,0.0
01706,0.0,0.0,0.2000000029802322,0.0,0.0,0.0
